activity_uuid_product_uuid,activity_name,geography,reference_product_unit
ad0892b1-cccd-511e-b8bb-8d3bdb5c917a_1d8da2ef-019e-4fc8-9e15-11bd37949f61,空气过滤器生产，分散式装置，250 立方米/小时,欧洲,unit
ad0b3b19-4f13-5af5-9ece-eb650de25af1_b80eb2d5-1256-41bb-a61d-83252d0dfd4d,低硫柴油市场组,欧洲,kg
ad0ba615-5cd5-5d0b-bb28-4ca55a77cf28_8d53f85d-4fd8-4861-9f64-5799ac3906a6,绿肥市场，瑞士综合生产，直到二月,瑞士,ha
ad147ef1-b93f-526f-ab5f-487680c03b47_b055cb73-3656-4bb2-b53c-928352e1e8ac,石灰生产，水合，包装,世界其它,kg
ad15d5ac-1747-5473-b3a4-7b18a71166a9_1c5d51e7-9762-5fbb-b707-03198c65b424,天然气，在燃气轮机中燃烧,俄罗斯,MJ
ad16f664-745f-5d31-a5d1-a97596a41628_4aeb3a6c-81f4-4f6e-80b6-797b812e0792,脂肪酸生产，从棕榈仁油,世界其它,kg
ad18a383-0206-554a-b085-4814d75a689c_3c502ce5-8c62-59fd-abf3-38ff13db2405,电力、中压、钴工业市场,全球,kWh
ad237e22-cbee-54e6-a28b-242006290d28_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,加拿大努勒维特,kWh
ad29a32f-4f96-5afd-b999-508f0fdf4d25_fe971074-1d55-46f3-88e1-b5cb56fd6317,内部生产,欧洲,kg
ad2f65b2-1eb2-5d50-9416-20f0dd869416_198f9bb6-4268-4609-b85f-3f90f0d26d6d,纸张生产，无木浆，无涂层，在综合工厂,世界其它,kg
ad3370a0-a1d8-5ead-8481-c48eb5362dfb_cd27db73-0bae-4afa-a11a-e62153d7594b,扩大珍珠岩生产,瑞士,kg
ad345d98-d1c8-55bf-86ec-5004f07d2125_ee9dfb6d-f51c-46b9-bb98-84e173127957,维修市场，卡车 16 公吨,欧洲,unit
ad3687c7-8a2f-56b7-a090-343c25b183f5_44ab3c7a-66d6-45b1-8e1b-17c9f225d2b6,包装玻璃市场，绿色,全球,kg
ad38f30c-082a-5975-a4a2-bb039cf95238_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,匈牙利,kWh
ad3b8e90-4126-5708-bedb-22e3ee8702f2_a9e29d5c-c101-4560-afce-118c572871f3,平板玻璃生产，镀膜,世界其它,kg
ad4bb883-c3fe-5630-ac41-bb6df480f0f7_f5707bdf-f7e2-479b-b3ea-99c04de8a927,无机氮肥市场，如 N,斯洛伐克,kg
ad4dcf74-b0b1-5a24-8a40-9ca6adcc2643_7e9077e8-7bbc-44c4-9759-62526ff34d47,混凝土市场，20MPa,哥伦比亚,m3
ad4f03cf-cb93-5b81-8e9e-ce5a258f422c_66c93e71-f32b-4591-901c-55395db5c132,电厂煤气处理,荷兰,kWh
ad4f03cf-cb93-5b81-8e9e-ce5a258f422c_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂煤气处理,荷兰,MJ
ad516791-0a29-5ef0-99f8-badb103423b8_1bec933d-caf4-42f9-abaf-be1a8f589cd5,覆盖石膏生产，有机,瑞士,kg
ad51a2b1-d0f4-5952-9c6d-9cf40ffd2e32_a459eea1-4e62-4daf-9135-1aea9805aa90,将凤尾鱼投放到海鱼通用市场,全球,kg
ad51c54e-754a-5ebb-9081-a21d6c94fd68_41df1492-7d1a-46ae-b71b-b2d21793e27f,燕麦种子生产，用于播种,世界其它,kg
ad5235ff-1262-509f-a6cc-b8deeb093e4d_9d23fe2a-b3f8-4ee2-9dcb-5f5cede20bd6,污水管网市场，1E9l/年，30 公里,全球,km
ad54ae8b-d3c5-5c12-9b22-592cfcc41c6e_7c0ab4ca-e778-44c1-a33d-c26466d32c1a,能源和辅助输入市场，金属加工机械,欧洲,kg
ad559eaf-4b7a-5c2c-bc83-0feced373fd3_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e,乙醇市场，无水，95% 溶液状态，来自发酵,世界其它,kg
ad5c7ad4-a40c-5349-852d-33e50ce541c6_9cdb112b-0d90-4d76-9cec-412b0c67d8bb,废聚氨酯市场,斯洛伐克,kg
ad633997-cff7-5b38-afa7-7528e99e3b33_d51e5a32-c20a-4da6-8d58-31f344b50c00,废图形纸市场,荷兰,kg
ad663955-422a-5032-b994-7e34421f6507_84925dd9-d7ca-50b6-950e-0bbb739e0109,胶合层压木材市场，MUF胶,瑞士,m3
ad665809-5bd6-55f2-bfae-2f2c253533e8_a7da3e3d-12a6-4e17-944d-8261d33025ab,石膏采石场作业,世界其它,kg
ad665809-5bd6-55f2-bfae-2f2c253533e8_dd0cbafd-b176-4ba4-860a-25a2e0663d14,石膏采石场作业,世界其它,kg
ad6ad931-106a-5056-9dd9-9a9556d24cf4_d5030bb7-d19b-4fe8-a7c3-acf28641bdb6,废青铜市场，消费后,全球,kg
ad7004e2-d1a1-5610-a793-9f0b4169f41d_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风能，<1MW 涡轮机，陆上,印度拉贾斯坦邦,kWh
ad71717b-5c8d-5eb0-8e82-b231b5ce2330_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,津巴布韦,kWh
ad72a96a-3f6b-5df3-9283-6e44bb9a9092_b4d3bf0b-4192-4c37-b639-c85ace435c13,钢车削，主要修整，计算机数控,世界其它,kg
ad78b55a-14fd-5e38-9a3b-5f6f9f1b2602_1d6a1b9e-c272-48f9-81b3-7057c2955688,电子废料中贵金属的处理，阳极泥中的贵金属提取,瑞典,kg
ad78b55a-14fd-5e38-9a3b-5f6f9f1b2602_9a7e6cdc-79c0-4872-840d-a8a2fd723189,电子废料中贵金属的处理，阳极泥中的贵金属提取,瑞典,kg
ad78b55a-14fd-5e38-9a3b-5f6f9f1b2602_e09971fb-f77e-48a3-99a8-4feba6a59bb4,电子废料中贵金属的处理，阳极泥中的贵金属提取,瑞典,kg
ad7a3a56-8e87-5b45-a99f-e5c50dd54d37_3a5e59f1-565d-4f30-bb16-c5f9be28f6d7,运输，无轨电车,世界其它,person*km
ad80b73f-b3f4-5ae3-9868-bf23fe8220ec_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从 IN-Eastern 电网进口,印度，南部电网,kWh
ad83b291-3c33-562e-847a-6a47562f3d8a_4fcfb407-7879-42ad-9582-ab3fbfe5af10,从高压到中压的电力电压转换，铝工业,IAI区域，南美洲,kWh
ad83e3d5-c4dc-53bc-b9d2-143045b2a99d_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,丹麦,kWh
ad886717-9d0d-5f0b-bdf0-2c4d53989d80_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,加拿大萨斯喀彻温省,kWh
ad8b4477-1391-56f3-ae05-3a6519c85f7a_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 硬煤",土耳其,kWh
ad8bc85a-dc44-5a22-aeb0-e258a9adf27d_db8488c0-a49f-4550-8bae-f2356ce1de64,硫酸钾生产,欧洲,kg
ad8e538b-850d-5a85-a648-3badb83ca411_3e859b49-2810-46cf-b7ff-f78027dc63ac,聚羧酸盐市场，40% 活性物质,欧洲,kg
ad8e837e-1d9c-51f8-8b27-b06147f2c17c_99a11618-31ec-49b6-afe6-4bb57c1c5d9b,二嗪化合物生产,世界其它,kg
ad925f1c-a895-5ee4-8bed-7bfc89360f67_a459eea1-4e62-4daf-9135-1aea9805aa90,海鱼市场,全球,kg
ad9b5597-1529-5d68-a6a6-2e0429e893d4_6e7624f7-2c91-48f7-a721-c4aa9fbffee9,天然气，在固体氧化物燃料电池中燃烧 125kWe，未来,瑞士,MJ
ad9b5597-1529-5d68-a6a6-2e0429e893d4_d69294d7-8d64-4915-a896-9996a014c410,天然气，在固体氧化物燃料电池中燃烧 125kWe，未来,瑞士,kWh
ad9d93b6-f9c3-5077-a14e-be36ce6e62a4_b7667b06-c667-481c-8718-bfbdfcd20d94,废锡板市场,瑞士,kg
ada62668-9223-500a-94e6-5fdb928056bd_0d9ee50e-e44e-41d9-b0d4-748ce8b6def0,通风管道生产，弯头 90°，钢，100x50 毫米,世界其它,unit
adaeec4d-42a6-59e9-862a-c18dfde3323b_c00cac00-a885-42b0-88f5-fb5dce2a9a6f,锯木和单板原木，硬木，按树皮下的实木测量，从欧洲进口，不包括瑞士,瑞士,m3
adb38a43-f2ee-562b-8009-232c920e3dfa_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、残余混合物,罗马尼亚,kWh
adb436f7-2a17-5dd9-bf43-40a6f93ac2db_a55c9d7d-0ebe-4f48-80c8-77c63c326fe8,热电联产机组结构，有机朗肯循环，1400kW 热能，仅用于电力的组件,世界其它,unit
adb5c558-eab1-5e0c-9725-855c687be484_6c9e6cea-92b2-4e11-99d7-7a4199f3ed78,仲钨酸铵生产废水处理，废水处理,中国,m3
adba9d6e-fa56-57ad-bad4-78238cff7b9c_3a35ef2d-97ec-4cec-a116-984759f6a6d6,生物甲烷生产，高压，车辆级,瑞士,kg
adc2256d-0b9b-5754-a5db-f6525d0002a7_a7987006-207b-42a5-b69e-489425b3c91f,钛生产，三重熔,全球,kg
adc4622d-2906-51ab-8a70-9ce74ada38fb_60fa2c28-1f8f-5486-aab5-da2e493250d4,马口铁废料，分类，回收内容截止,全球,kg
adc4d133-8846-5e53-a90c-d3ea8b2754ee_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风能，<1MW 涡轮机，陆上,俄罗斯,kWh
adc4f7df-d848-5dfd-9895-191141775e90_9e68d1ff-39d8-4962-a34f-c1cf285a3ff7,EUR平托盘生产,世界其它,unit
adc50a8f-15a1-5e8a-b841-ad44a3c4da13_71e2f1db-a2c5-44d0-8337-dfff15be974d,废塑料处理、消费电子、卫生填埋、湿渗类（500mm）,全球,MJ
adc50a8f-15a1-5e8a-b841-ad44a3c4da13_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,废塑料处理、消费电子、卫生填埋、湿渗类（500mm）,全球,kWh
adc50a8f-15a1-5e8a-b841-ad44a3c4da13_80761dd3-0a68-4821-aa1c-088faeac8386,废塑料处理、消费电子、卫生填埋、湿渗类（500mm）,全球,kg
adc8b6f5-350d-56a5-9b7d-c5c95c2bd7f4_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化市场，多年生作物,巴西，米纳斯吉拉斯州,ha
adc98c21-f07c-5dbc-9a8b-63296fa7621c_68db7412-ba35-488b-8a45-9a9f48448522,硝酸生产，产品呈50%溶液状态,世界其它,kg
adc98c21-f07c-5dbc-9a8b-63296fa7621c_bd20be8e-9b7a-4391-980f-4ecf8f2867be,硝酸生产，产品呈50%溶液状态,世界其它,kg
adcb6412-c753-52ac-902d-550bf33bb9ad_ee1e4fe1-c71c-48e4-85da-8be4527474ba,哌啶市场,全球,kg
add4b6a2-9130-534b-99ec-5bd8c1554f73_3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8,混凝土生产，25MPa，用于建筑施工，使用水泥，CEM III/A,全球,m3
add56529-4aa0-5def-b118-cf4081631b87_18eadf40-089b-441a-b868-5d07e9449992,自来水厂建设，能力1.1E10l/年，直接过滤处理,欧洲除了瑞士,unit
add72b22-808a-5ea3-b0a1-e1999074a77e_fbcabacc-60c3-4849-8b8f-125ae1b6fc3a,电动滑板车生产，不带电池,全球,kg
add741cb-dd43-5542-a03d-ba1e247619ad_0e2dea51-7ebb-4cf8-8343-2db3e334195d,氩、原油、液体的市场,全球,kg
add749c7-e3fb-58ee-941b-cb65bd65c15e_b213e655-7359-4519-a362-5a43dc35183f,货车生产废水市场,世界其它,m3
add7519b-f5e8-56f8-9741-94a7c2d3d6ea_2bdd98d4-0ef8-4c4c-a1b2-f5de5e4786af,空气过滤器市场，排气阀,全球,unit
addbeb55-432a-5b3b-81dc-2d67d870cb40_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、抽水蓄能,加拿大马尼托巴省,kWh
ade1a77e-3838-5b11-a4d4-8558882ff20c_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、传统发电厂,印度古吉拉特邦,kWh
ade4e8be-2efe-515c-a835-788294e57c0d_17e163ef-4e16-4368-83f3-9d6faaf6ae3b,棕榈油厂运作,马来西亚,kg
ade4e8be-2efe-515c-a835-788294e57c0d_6e4b5116-b180-45f9-ad9b-d750dadffb0e,棕榈油厂运作,马来西亚,kg
ade4e8be-2efe-515c-a835-788294e57c0d_adad6cb6-eef9-4869-b743-8bd5be3c7c7a,棕榈油厂运作,马来西亚,kg
ade567fa-f485-529a-b9a5-74b78ee3ab08_ae530eaa-1edd-49a7-915c-65d74a4554d7,核电站建设，沸水堆1000MW,世界其它,unit
adecd971-c62c-5175-882b-d67dd730f2e5_d349d8a1-79fb-433e-8bf4-64fbda6f657a,一氧化碳市场,世界其它,kg
adf6ae1f-dc62-574e-bee0-dfc371e70a17_019600be-f3ce-4399-9e31-19cdc087ed5f,层压木构件生产，用于室外,世界其它,m3
adf6ae1f-dc62-574e-bee0-dfc371e70a17_8c9502ff-e974-4d81-9293-b6d52de1bdd1,层压木构件生产，用于室外,世界其它,m3
adf8bb2e-7294-5d7a-aa5e-7d15e3e8068a_5321a299-0c03-4bfc-9dda-d020456f6b2e,无机磷肥市场，如 P2O5,哥斯达黎加,kg
adfafb26-c6d9-539a-9875-198ecb930788_fa18a7ed-8078-4d8b-8bd6-3d9a94ab0a5f,天然石板制作，抛光,瑞士,kg
adfd17ca-9421-5650-bf53-7b68f12cc7f1_5b975ec7-3bbe-46a1-88a0-d475a87a6eab,制动器磨损排放的处理，乘用车,世界其它,kg
ae035627-3e27-5644-954b-fc75372c74bd_448b6d35-c6d6-42d9-9e63-c19b9a0a6496,配电网建设、电力、低压,"加拿大,魁北克",km
ae09bbea-56c1-5263-8c75-5a10c35772b0_4fcfb407-7879-42ad-9582-ab3fbfe5af10,从高压到中压的电力电压转换，铝工业,大洋洲,kWh
ae0a7db6-39e9-568c-8d0c-01686002e234_27da8130-82ba-485c-a800-b89efdcb0491,城市固体废物市场,挪威,kg
ae0a9902-cd4a-5471-8442-75d4b9844349_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、水库、非高山地区,印度，中央邦,kWh
ae0d5b12-3002-5dd4-9057-00869d126d25_399beb12-32d3-5f17-8f06-24f9132df400,己二腈生产,欧洲,kg
ae0fc68e-912b-5439-b233-b9f1ea731c26_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从英国皇家空军进口,塞内加尔,kWh
ae186852-1d1e-501a-854d-3b4fdc2c5a23_7ef961a9-b8c2-425f-8b79-9ad184c86c00,废木杆市场，镀铬,世界其它,kg
ae1c18c5-e2ee-5fdd-925a-8931baa47006_0ad254ff-fb5c-4cd6-b657-4980bcbb7e6e,板材、硬木、原料、窑干至 u=20%,欧洲除了瑞士,m3
ae1c61ae-1b17-5d8d-8f82-eaeaa14b40b9_d1a3ebf3-e2d5-4da1-8090-664c9160aa33,4-甲基-2-戊酮市场,全球,kg
ae20eb9c-ea4e-5b8e-9681-0f46d6a334e1_dae141a8-7daa-4f03-a649-b85b718ac65b,废玻璃市场,科索沃,kg
ae2774c4-db8b-5eb2-bf58-ce678120acf5_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45,自来水生产，地下水化学处理,欧洲除了瑞士,kg
ae2ae7a2-d5e3-59bf-88a8-0812b66abb8e_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、水库、高山地区,法国,kWh
ae2bb76d-1730-5608-8060-ca00877aa419_2f6880f1-d79c-436d-9fe2-5a589d0e504b,硝酸钾市场,欧洲,kg
ae3579ee-5934-5186-8305-b15d1b33c0fe_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3,大豆生产,美国,kg
ae35b06b-b38c-5f2f-8fcf-3de532431d72_49719318-578e-40fe-b359-0780c8df9221,牧场和饲养场的肉牛生产,巴西,kg
ae35b06b-b38c-5f2f-8fcf-3de532431d72_4a62806e-17d6-473e-95fc-394ac760261e,牧场和饲养场的肉牛生产,巴西,kg
ae3ff8b8-2fca-5654-a7c6-1dcaf31d7c32_5b8d6214-5226-4a48-a7aa-a814ea610fee,丁烯加氢甲酰化,欧洲,kg
ae3ff8b8-2fca-5654-a7c6-1dcaf31d7c32_ba5a6af1-073c-4532-977c-24a932ac44e9,丁烯加氢甲酰化,欧洲,kg
ae3ff8b8-2fca-5654-a7c6-1dcaf31d7c32_d3a29af5-314a-4659-a574-6bfd53a6bde0,丁烯加氢甲酰化,欧洲,kg
ae4029af-c215-5fc2-8e95-d67f32227192_dbc24013-2cb4-421e-850f-eedb0048bd2c,"1,4-丁二醇生产",欧洲,kg
ae4591c5-7f3e-5db1-8816-d3940719b1d3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压从高压到中压的转换,阿尔及利亚,kWh
ae46adeb-5a10-50c7-98ed-699352d917c7_7c4dafff-fe18-45c0-92e4-857950032abb,无机钾肥市场，如 K2O,智利,kg
ae46f274-c95b-5827-8800-2bb3e3e9cfc7_38646d90-4680-4034-b60a-ccb48a2f6853,硫酸铜市场,全球,kg
ae4c96a5-e570-5e3d-8471-36cabcbb9d4e_9b9edcf3-0539-4642-9516-0df642a5c41a,已经使用的土地，多年生农田到多年生作物,西班牙,kg
ae519df9-a82d-5a98-9604-059611678232_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,斯洛伐克,kWh
ae53b78a-f54e-5a14-a115-7862e8de5601_0a6c7524-9e23-41b8-ac7b-b0489ed4681c,碎玻璃市场，分类,欧洲,kg
ae54fab9-57b8-5bfd-a0d1-c1fe1a4454dc_66c93e71-f32b-4591-901c-55395db5c132,电力、高压市场组,欧洲电力传输系统运营商网络,kWh
ae579f57-22c1-5c96-a4a5-b964d04a9a8b_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,处理机械处理、激光打印机、市政焚烧和飞灰提取产生的残留物,瑞士,MJ
ae579f57-22c1-5c96-a4a5-b964d04a9a8b_637ee275-a239-4dcb-b084-abfa110dd65b,处理机械处理、激光打印机、市政焚烧和飞灰提取产生的残留物,瑞士,kWh
ae579f57-22c1-5c96-a4a5-b964d04a9a8b_fa5ae82b-e530-44cb-8fc7-5d24f0d85355,处理机械处理、激光打印机、市政焚烧和飞灰提取产生的残留物,瑞士,kg
ae6397bd-29fb-5c00-a671-92d0e90f83cb_cc89e7ae-ea0e-4850-9799-b2143f1115fc,建筑机械生产,世界其它,unit
ae644fc2-0818-5a35-86d2-6f2553a7f950_3f5f5aef-3833-43d4-8b81-44123105afd7,灌溉，表面,美国,m3
ae669c32-3fc2-5f53-b1ec-10848e2cb714_198b42f0-8b12-4c2d-9e8e-7c42e54e2e1e,污水污泥处理，75% 水，WWT[R]，来自乳清厌氧消化的 WW，卫生填埋场,全球,kg
ae669c32-3fc2-5f53-b1ec-10848e2cb714_71e2f1db-a2c5-44d0-8337-dfff15be974d,污水污泥处理，75% 水，WWT[R]，来自乳清厌氧消化的 WW，卫生填埋场,全球,MJ
ae669c32-3fc2-5f53-b1ec-10848e2cb714_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,污水污泥处理，75% 水，WWT[R]，来自乳清厌氧消化的 WW，卫生填埋场,全球,kWh
ae6a7841-2b37-573a-9dc8-3f7f00de5ce1_cbcd0e88-5e08-4e2a-8353-ae6a4ba53ce2,光伏安装系统市场，用于 570kWp 开放式地面模块,全球,m2
ae758eda-9331-5e65-8323-8f5855760122_0c16d27e-bc20-458c-a2d0-e704cdac7869,高氯酸钾生产,全球,kg
ae763a7e-ad08-5df3-945f-6c36c9e58053_9a8c2994-7cbb-4d86-a1b7-27fc0c4e49e3,废钢筋处理、分选厂,世界其它,kg
ae76465c-e1ad-5a21-ab62-e1970aa7ade9_6fe4040b-39c7-4d58-b95b-6ee1de4aedb3,粘土坑施工,世界其它,unit
ae765081-fe6e-52cb-988e-be0a9a83fb98_66c93e71-f32b-4591-901c-55395db5c132,电厂高炉煤气处理,加拿大，新斯科舍省,kWh
ae765081-fe6e-52cb-988e-be0a9a83fb98_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂高炉煤气处理,加拿大，新斯科舍省,MJ
ae76a0c3-daaa-53db-911c-1f6a46e2e3eb_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6,轻质燃料油市场,巴西,kg
ae79ca14-598f-5b45-ab33-5c9927734d33_8dbc8c43-7edb-4b94-b202-0eb010909276,激光加工市场，金属，CO2 激光，2700W 功率,全球,hour
ae7b5371-8b0e-5811-9c44-ca568cca03a8_475bbaab-49df-4a93-ac06-b8d34b2d17dc,光伏面板生产，a-Si,世界其它,m2
ae7b91b5-f704-5703-84ee-388bec4a3891_ab75f8c2-4cc6-48da-b71b-2a7da2986b39,"操作, 住房系统, 牛, 宽松",世界其它,unit
ae7b94e9-0320-5194-a92d-c6546c1bc0b4_cd360246-4139-4f4a-a844-c9d9d5c22ce5,三叶草种子生产，瑞士综合生产，用于播种,瑞士,kg
ae7cb6c3-806d-50da-bb7b-68c85937aeee_9548417c-f3ce-4c10-97dd-8c5046eaa504,亚硫酸氢钠生产,世界其它,kg
ae7f2af0-2cff-550f-891e-016f39428d95_2a478bad-9f24-4208-a86c-3683f9b69610,生石灰生产、研磨、包装,瑞士,kg
ae854a67-4a9a-5da1-92e2-5f591da7685d_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从荷兰进口,比利时,kWh
ae8d4166-7c3d-561a-aba8-356038c21eab_43c831c7-8759-4b40-94b4-b6e0f05087a7,固体漂白和原色纸箱市场,世界其它,kg
ae8fb2bf-cb74-52f0-898d-bb2d249721ea_66c93e71-f32b-4591-901c-55395db5c132,热电联产，木片，6667 kW，最先进的 2014,保加利亚,kWh
ae8fb2bf-cb74-52f0-898d-bb2d249721ea_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产，木片，6667 kW，最先进的 2014,保加利亚,MJ
ae90419a-e0b4-5f21-92e3-d5b9479ef0db_f93666bf-718f-4f42-b89f-89bcf5b486e9,熔炉生产，颗粒，15kW,世界其它,unit
ae909fab-2853-5882-a050-196e98682535_440165a6-d218-4259-b664-df9b82ad2889,铁路道砟污染物处理、残料填埋,世界其它,kg
ae92eb6f-b10b-5a44-8a62-935d7590c0af_9b9edcf3-0539-4642-9516-0df642a5c41a,皆伐，原始森林到耕地，多年生作物,巴西，米纳斯吉拉斯州,kg
ae9d1148-70ca-5b2f-a9f9-b995bdba0ade_0fa023d0-d729-4ef3-bb1b-6ac5cef7b81d,水泥市场，CEM III/A,欧洲除了瑞士,kg
aea295b6-8bc2-56be-9f61-df4263463f09_936ac696-714c-4e6b-9237-ec61432a4d68,处理机械处理、笔记本电脑、城市垃圾焚烧产生的残留物,瑞士,kg
aea2abe6-77cc-5b5c-8a94-7bb52e907944_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，RO进口,保加利亚,kWh
aea42853-5746-5012-8515-037495f8fae9_2b12ef70-6607-4c11-9e28-c247ec9b59ce,镀锌层，件,世界其它,m2
aea81df3-93f9-50d6-ad58-0927aec76ebd_66c93e71-f32b-4591-901c-55395db5c132,热电联产，木片，6667 kW，最先进的 2014,波兰,kWh
aea81df3-93f9-50d6-ad58-0927aec76ebd_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产，木片，6667 kW，最先进的 2014,波兰,MJ
aeab45e9-75bd-55e5-9a24-69f3dc93b236_3cc30fa4-8564-443b-9849-8c7b98c60ec8,残料填埋场建设,世界其它,unit
aeab7e7c-eb26-5a26-8285-fa2d8498c23f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压从高压到中压的转换,特立尼达和多巴哥,kWh
aeab825b-1a64-5883-83fd-196b169ccd91_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,比利时,kWh
aeb05196-965b-505b-9b63-e70e35ead34f_360e2eb0-f81c-4e4b-ba6b-c7a690f31275,去离子水市场,世界其它,kg
aeb05a92-a92f-5edc-bb89-17c34ec9f2ab_5a337107-6bdb-4280-84d4-15a4993c51c9,柠檬酸生产,欧洲,kg
aeb05a92-a92f-5edc-bb89-17c34ec9f2ab_7cb72345-4338-4f2d-830f-65bba3530fdb,柠檬酸生产,欧洲,MJ
aeb05a92-a92f-5edc-bb89-17c34ec9f2ab_8b2dfb58-660d-44eb-b83f-5d9e28e467db,柠檬酸生产,欧洲,kg
aeb05a92-a92f-5edc-bb89-17c34ec9f2ab_c4ed73ce-ed64-4823-96d9-5661c11c6941,柠檬酸生产,欧洲,kg
aeb56c8b-1f86-50cb-ab72-720cf0f009f1_c5299a8e-d4b4-409c-9826-e8ae9e37c03d,水泥市场，波特兰,秘鲁,kg
aeb87856-1321-5cae-bb5f-7f721170292e_406ae9de-8894-4c8b-a601-40b7e849b66d,挤出，塑料管,欧洲,kg
aeba883e-f7c2-5c37-8714-f40fc932763b_42b1c202-8308-422e-bfb7-3efe54dfcef6,废玻璃板的处理，收集以进行最终处置,瑞士,kg
aebedc0f-039f-5a77-b28b-4aa465621292_1f6c6d72-b328-4f8b-841b-5e0ecb494989,运输、管道、陆上、长距离、天然气,阿尔及利亚,metric ton*km
aec2570e-1710-546a-800b-3bd07fd8c0e8_fea6f5f1-8ed0-4a0e-ba56-fd9844bc8f79,木材防腐剂市场，水性，室内使用，干燥,全球,kg
aec273d4-bc89-53d7-9751-cf8c8180d733_f1df8dfc-212e-49a2-bfbc-287dc8eb5da3,"2,4-二氯苯酚生产",欧洲,kg
aec5d8d1-c078-5363-8fa6-b5e71cb3cb5b_cfe51aa8-55b2-43ef-82f3-0d6c4c80ca67,吹塑市场,全球,kg
aed6277b-4ebe-5cb6-8665-f92071c3e886_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气，高压，从 NG 进口,西班牙,m3
aed897d8-a7d9-5fd2-8c9e-3f7dab6a04c1_d252a802-6a2c-4ac2-8be7-d8fe9250be97,生菜361生产,全球,kg
aed8c808-06a2-5849-bb39-228e41e3ce5f_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化，一年生作物,"巴西,朗多尼亚",ha
aeda517e-af77-557d-9980-afbf17fc69cd_66c93e71-f32b-4591-901c-55395db5c132,电力生产、深层地热,中国，广东(广东),kWh
aeda927a-8161-5425-96f4-c2678b0d959e_28c2473e-1e11-4078-9a76-de9550553adc,氧气、液体市场,欧洲,kg
aedfdc0d-1ed2-5de2-a4c2-5e375a5182b4_d454e221-5f08-4259-b46b-31d0dbe595d1,水泥砂浆生产,瑞士,kg
aee2d1bd-3846-5541-9de6-9063ac414b08_433dda9a-3540-45fb-9b72-29ffe0ed9a13,操作，住房系统，猪，可再生能源产品的电力,瑞士,unit
aee83626-2549-5240-bc6e-fc36166176f0_14ce619b-68fc-5176-abfe-a652ff393a84,转氧转炉污泥市场,欧洲,kg
aee9bdbb-75f0-592b-a724-99aec74094d9_16c82be7-a974-4cfa-9e30-4ebec1c64cdf,炼油厂建设,欧洲,unit
aeea6a43-63f4-5b16-a1f9-29b5119e2b29_bcc2de51-bded-45a8-ac4b-0d9ea6d5b2b1,铝绕钢双金属绞线，3x3.67mm外径线材市场,全球,m
aeebf834-a864-5606-afa6-5b086fdae2a8_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风能，<1MW 涡轮机，陆上,印度，中央邦,kWh
aeef4497-4be8-53be-a0ed-d1193c8aeefd_af6ea19f-be19-49fb-ad31-129d4e761a3a,包装玻璃生产，棕色，无碎玻璃,全球,kg
aef0b7f9-d16e-5dd7-a132-46a1533b6e60_4f6092a7-7ca9-4a31-b3e0-2b35448a186c,液晶显示器装配、辅助设备和能源使用,全球,kg
aef32e9e-6032-5e7b-a8f4-c53f344b2b42_d31cf222-d287-4d63-8c04-f2f21f45dd45,废报纸市场,全球,kg
